scenario,scenario_label,algorithm,algorithm_label,metric,metric_label,mean,ci95,n_seeds,n_processes,quantum,context_switch_cost,io_devices
priority_skew,Prioridades desbalanceadas,0.05,0.05,avg_slowdown,Slowdown medio (auxiliar),7.441861865000001,0.17204979597313974,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,avg_slowdown,Slowdown medio (auxiliar),7.531966423,0.17284551576418788,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,avg_turnaround,Turnaround medio,297.55145899999997,6.904239718504669,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.05,0.05,avg_turnaround,Turnaround medio,305.310067,6.894920539483023,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,avg_turnaround,Turnaround medio,305.15141,6.8778011123515155,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),180.394133996,3.6905806181499554,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.05,0.05,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),270.038602998,6.607354446068881,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,avg_turnaround_high_priority,Turnaround medio -- prioridade alta (<=3),301.237667363,6.898224608202986,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),964.2536319779999,27.612979780530026,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.05,0.05,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),505.404349409,9.05237616973768,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,avg_turnaround_low_priority,Turnaround medio -- prioridade baixa (>=8),327.381297976,6.962714736461717,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,context_switches,Trocas de contexto,3000.866,2.724385986756509,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.05,0.05,context_switches,Trocas de contexto,3000.866,2.724385986756509,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,context_switches,Trocas de contexto,3000.866,2.724385986756509,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.005,0.005,jain_slowdown,Indice de Jain do slowdown (%),13.776869966,0.2904378682151279,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.05,0.05,jain_slowdown,Indice de Jain do slowdown (%),37.996801667,0.3467241522889423,1000,1000,4,1,1
priority_skew,Prioridades desbalanceadas,0.5,0.5,jain_slowdown,Indice de Jain do slowdown (%),42.86434142699999,0.3926545456863529,1000,1000,4,1,1
